iteration,loss_total,loss_per_token,learning_rate
0,2130.8896484375,8.323787689208984,6e-07
100,1443.465087890625,5.638535499572754,6.0599999999999996e-05
200,1093.424072265625,4.271187782287598,0.00012059999999999999
300,1068.70068359375,4.174612045288086,0.00018059999999999997
400,1011.8975219726562,3.9527246952056885,0.0002406
500,1006.4356689453125,3.931389331817627,0.0003006
600,1007.2637939453125,3.934624195098877,0.0003606
700,988.8179931640625,3.862570285797119,0.0004206
800,978.4769897460938,3.8221757411956787,0.00048059999999999997
900,970.7334594726562,3.7919275760650635,0.0005406
1000,974.1197509765625,3.8051552772521973,0.0006
1100,948.8728637695312,3.7065346240997314,0.000599983824962826
1200,937.6209716796875,3.6625819206237793,0.0005999353016250794
1300,899.42822265625,3.5133914947509766,0.0005998544353078908
1400,880.855712890625,3.440842628479004,0.0005997412348791632
1500,844.0587768554688,3.297104597091675,0.0005995957127525992
1600,801.2674560546875,3.129951000213623,0.0005994178848863401
1700,800.3914794921875,3.1265292167663574,0.000599207770781215
1800,755.9373779296875,2.952880382537842,0.0005989653934786038
1900,748.1060791015625,2.9222893714904785,0.0005986907795579086
2000,726.179443359375,2.8366384506225586,0.0005983839591336405
2100,703.0760498046875,2.7463908195495605,0.0005980449658521169
2200,689.083251953125,2.6917314529418945,0.000597673836887771
2300,700.355712890625,2.735764503479004,0.0005972706129390758
2400,700.04150390625,2.734537124633789,0.0005968353382240815
2500,702.256103515625,2.74318790435791,0.0005963680604755656
2600,673.180908203125,2.629612922668457,0.000595868830935799
2700,686.720703125,2.6825027465820312,0.0005953377043509263
2800,677.4891357421875,2.64644193649292,0.0005947747389649632
2900,663.9496459960938,2.593553304672241,0.0005941799965134079
3000,650.5244140625,2.5411109924316406,0.0005935535422164726
3100,673.4039306640625,2.630484104156494,0.0005928954447719304
3200,659.6882934570312,2.5769073963165283,0.0005922057763475822
3300,631.96044921875,2.468595504760742,0.0005914846125733426
3400,633.3792114257812,2.474137544631958,0.0005907320325329461
3500,661.6377563476562,2.5845224857330322,0.0005899481187552751
3600,637.9620971679688,2.492039442062378,0.0005891329572053091
3700,625.3248901367188,2.4426753520965576,0.0005882866372746981
3800,636.4765625,2.486236572265625,0.0005874092517719597
3900,628.62451171875,2.455564498901367,0.0005865008969123016
4000,622.3859252929688,2.431195020675659,0.0005855616723070703
4100,613.6689453125,2.397144317626953,0.0005845916809528277
4200,595.65576171875,2.326780319213867,0.0005835910292200569
4300,583.4514770507812,2.2791073322296143,0.0005825598268414965
4400,626.0542602539062,2.4455244541168213,0.000581498186900108
4500,608.591552734375,2.3773107528686523,0.0005804062258166744
4600,603.7852783203125,2.3585362434387207,0.0005792840633370341
4700,588.5786743164062,2.299135446548462,0.0005781318225189484
4800,596.1011352539062,2.3285200595855713,0.0005769496297186077
4900,580.5707397460938,2.2678544521331787,0.0005757376145767743
5000,592.3721923828125,2.3139538764953613,0.0005744959100045672
5100,601.240478515625,2.34859561920166,0.0005732246521688852
5200,587.033935546875,2.2931013107299805,0.0005719239804774757
5300,589.8551025390625,2.304121494293213,0.0005705940375636471
5400,591.9808349609375,2.312425136566162,0.0005692349692706267
5500,576.4730224609375,2.251847743988037,0.0005678469246355684
5600,578.2411499023438,2.2587544918060303,0.0005664300558732082
5700,596.9822387695312,2.3319618701934814,0.0005649845183591726
5800,574.7386474609375,2.245072841644287,0.0005635104706129397
5900,554.9166870117188,2.1676433086395264,0.0005620080742804558
6000,584.1007690429688,2.2816436290740967,0.0005604774941164094
6100,566.901123046875,2.2144575119018555,0.0005589188979661633
6200,567.1311645507812,2.2153561115264893,0.0005573324567473495
6300,576.0078125,2.250030517578125,0.0005557183444311249
6400,564.1796875,2.203826904296875,0.0005540767380230944
6500,575.2515869140625,2.2470765113830566,0.0005524078175439001
6600,552.4439697265625,2.1579842567443848,0.0005507117660094793
6700,562.2025756835938,2.196103811264038,0.0005489887694109957
6800,565.0849609375,2.2073631286621094,0.0005472390166944426
6900,575.278564453125,2.2471818923950195,0.0005454626997399234
7000,557.4714965820312,2.1776230335235596,0.0005436600133406095
7100,554.033203125,2.1641921997070312,0.0005418311551813787
7200,568.1803588867188,2.219454526901245,0.0005399763258171379
7300,531.37255859375,2.075674057006836,0.0005380957286508286
7400,537.2636108398438,2.0986859798431396,0.0005361895699111227
7500,541.0986328125,2.113666534423828,0.0005342580586298063
7600,557.3704833984375,2.1772284507751465,0.0005323014066188578
7700,548.4204711914062,2.1422674655914307,0.0005303198284472195
7800,533.3577880859375,2.0834288597106934,0.0005283135414172681
7900,526.8189697265625,2.0578866004943848,0.0005262827655409855
8000,548.9742431640625,2.144430637359619,0.0005242277235158313
